; CSV, generated by libsigrok4DSL 0.2.0 on Mon May 25 17:28:05 2026
; Channels (3/16)
; Sample rate: 50 MHz
; Sample count: 100.768 M Samples
Time(s), 0, 1, 2
0.15229314,0,1,0
0.15245314,0,0,0
0.15289514,1,0,0
0.15305514,1,1,0
0.15309314,0,1,0
0.15325314,0,0,0
0.15369514,1,0,0
0.15385514,1,1,0
0.15389314,0,1,0
0.15405314,0,0,0
0.15449514,1,0,0
0.15465514,1,1,0
0.15469316,0,1,0
0.15485316,0,0,0
0.15529516,1,0,0
0.15545516,1,1,0
0.15549316,0,1,0
0.15565316,0,0,0
0.15609516,1,0,0
0.15625516,1,1,0
0.15629316,0,1,0
0.15645316,0,0,0
0.15689516,1,0,0
0.15705516,1,1,0
0.15709316,0,1,0
0.15725316,0,0,0
0.15769516,1,0,0
0.15785516,1,1,0
0.15789318,0,1,0
0.15805318,0,0,0
0.15849518,1,0,0
0.15865518,1,1,0
0.15869318,0,1,0
0.15885318,0,0,0
0.15929518,1,0,0
0.15945518,1,1,0
0.15949318,0,1,0
0.15965318,0,0,0
0.16009518,1,0,0
0.16025518,1,1,0
0.16029318,0,1,0
0.16045318,0,0,0
0.16089518,1,0,0
0.16105518,1,1,0
0.16109318,0,1,0
0.1612532,0,0,0
0.16169518,1,0,0
0.1618552,1,1,0
0.1618932,0,1,0
0.1620532,0,0,0
0.1624952,1,0,0
0.1626552,1,1,0
0.1626932,0,1,0
0.1628532,0,0,0
0.1632952,1,0,0
0.1634552,1,1,0
0.1634932,0,1,0
0.1636532,0,0,0
0.1640952,1,0,0
0.1642552,1,1,0
0.1642932,0,1,0
0.16445322,0,0,0
0.1648952,1,0,0
0.16505522,1,1,0
0.16509322,0,1,0
0.16525322,0,0,0
0.16569522,1,0,0
0.16585522,1,1,0
0.16589322,0,1,0
0.16605322,0,0,0
0.16649522,1,0,0
0.16665522,1,1,0
0.16669322,0,1,0
0.16685322,0,0,0
0.16729522,1,0,0
0.16745522,1,1,0
0.16749322,0,1,0
0.16765322,0,0,0
0.16809522,1,0,0
0.16825522,1,1,0
0.16829324,0,1,0
0.16845324,0,0,0
0.16889524,1,0,0
0.16905524,1,1,0
0.16909324,0,1,0
0.16925324,0,0,0
0.16969524,1,0,0
0.16985524,1,1,0
0.16989324,0,1,0
0.17005324,0,0,0
0.17049524,1,0,0
0.17065524,1,1,0
0.17069324,0,1,0
0.17085324,0,0,0
0.17129524,1,0,0
0.17145524,1,1,0
0.17149326,0,1,0
0.17165326,0,0,0
0.17209526,1,0,0
0.17225526,1,1,0
0.17229326,0,1,0
0.17245326,0,0,0
0.17289526,1,0,0
0.17305526,1,1,0
0.17309326,0,1,0
0.17325326,0,0,0
0.17369526,1,0,0
0.17385526,1,1,0
0.17389326,0,1,0
0.17405326,0,0,0
0.17449526,1,0,0
0.17465526,1,1,0
0.17469328,0,1,0
0.17485328,0,0,0
0.17529528,1,0,0
0.17545528,1,1,0
0.17549328,0,1,0
0.17565328,0,0,0
0.17609528,1,0,0
0.17625528,1,1,0
0.17629328,0,1,0
0.17645328,0,0,0
0.17689528,1,0,0
0.17705528,1,1,0
0.17709328,0,1,0
0.17725328,0,0,0
0.17769528,1,0,0
0.17785528,1,1,0
0.1778933,0,1,0
0.1780533,0,0,0
0.1784953,1,0,0
0.1786553,1,1,0
0.1786933,0,1,0
0.1788533,0,0,0
0.1792953,1,0,0
0.1794553,1,1,0
0.1794933,0,1,0
0.1796533,0,0,0
0.1800953,1,0,0
0.1802553,1,1,0
0.1802933,0,1,0
0.1804533,0,0,0
0.1808953,1,0,0
0.1810553,1,1,0
0.18109332,0,1,0
0.18125332,0,0,0
0.18169532,1,0,0
0.18185532,1,1,0
0.18189332,0,1,0
0.18205332,0,0,0
0.18249532,1,0,0
0.18265532,1,1,0
0.18269332,0,1,0
0.18285332,0,0,0
0.18329532,1,0,0
0.18345532,1,1,0
0.18349332,0,1,0
0.18365332,0,0,0
0.18409532,1,0,0
0.18425532,1,1,0
0.18429334,0,1,0
0.18445334,0,0,0
0.18489534,1,0,0
0.18505534,1,1,0
0.18509334,0,1,0
0.18525334,0,0,0
0.18569534,1,0,0
0.18585534,1,1,0
0.18589334,0,1,0
0.18605334,0,0,0
0.18649534,1,0,0
0.18665534,1,1,0
0.18669334,0,1,0
0.18685334,0,0,0
0.18729534,1,0,0
0.18745534,1,1,0
0.18749336,0,1,0
0.18765336,0,0,0
0.18809536,1,0,0
0.18825536,1,1,0
0.18829336,0,1,0
0.18845336,0,0,0
0.18889536,1,0,0
0.18905536,1,1,0
0.18909336,0,1,0
0.18925336,0,0,0
0.18969536,1,0,0
0.18985536,1,1,0
0.18989336,0,1,0
0.19005336,0,0,0
0.19049536,1,0,0
0.19065536,1,1,0
0.19069338,0,1,0
0.19085338,0,0,0
0.19129538,1,0,0
0.19145538,1,1,0
0.19149338,0,1,0
0.19165338,0,0,0
0.19209538,1,0,0
0.19225538,1,1,0
0.19229338,0,1,0
0.19245338,0,0,0
0.19289538,1,0,0
0.19305538,1,1,0
0.19309338,0,1,0
0.19325338,0,0,0
0.19369538,1,0,0
0.19385538,1,1,0
0.19389338,0,1,0
0.1940534,0,0,0
0.19449538,1,0,0
0.1946554,1,1,0
0.1946934,0,1,0
0.1948534,0,0,0
0.1952954,1,0,0
0.1954554,1,1,0
0.1954934,0,1,0
0.1956534,0,0,0
0.1960954,1,0,0
0.1962554,1,1,0
0.1962934,0,1,0
0.1964534,0,0,0
0.1968954,1,0,0
0.1970554,1,1,0
0.1970934,0,1,0
0.1972534,0,0,0
0.1976954,1,0,0
0.1978554,1,1,0
0.19789342,0,1,0
0.19805342,0,0,0
0.19849542,1,0,0
0.19865542,1,1,0
0.19869342,0,1,0
0.19885342,0,0,0
0.19929542,1,0,0
0.19945542,1,1,0
0.19949342,0,1,0
0.19965342,0,0,0
0.20009542,1,0,0
0.20025542,1,1,0
0.20029342,0,1,0
0.20045342,0,0,0
0.20089542,1,0,0
0.20105542,1,1,0
0.20109344,0,1,0
0.20125344,0,0,0
0.20169544,1,0,0
0.20185544,1,1,0
0.20189344,0,1,0
0.20205344,0,0,0
0.20249544,1,0,0
0.20265544,1,1,0
0.20269344,0,1,0
0.20285344,0,0,0
0.20329544,1,0,0
0.20345544,1,1,0
0.20349344,0,1,0
0.20365344,0,0,0
0.20409544,1,0,0
0.20425544,1,1,0
0.20429346,0,1,0
0.20445346,0,0,0
0.20489546,1,0,0
0.20505546,1,1,0
0.20509346,0,1,0
0.20525346,0,0,0
0.20569546,1,0,0
0.20585546,1,1,0
0.20588346,0,1,0
0.20606346,0,0,0
0.20648546,1,0,0
0.20666546,1,1,0
0.20668346,0,1,0
0.20686346,0,0,0
0.20728546,1,0,0
0.20746546,1,1,0
0.20748348,0,1,0
0.20766348,0,0,0
0.20808548,1,0,0
0.20826548,1,1,0
0.20828348,0,1,0
0.20846348,0,0,0
0.20888548,1,0,0
0.20906548,1,1,0
0.20908348,0,1,0
0.20926348,0,0,0
0.20968548,1,0,0
0.20986548,1,1,0
0.20988348,0,1,0
0.21006348,0,0,0
0.21048548,1,0,0
0.21066548,1,1,0
0.2106835,0,1,0
0.2108635,0,0,0
0.2112855,1,0,0
0.2114655,1,1,0
0.2114835,0,1,0
0.2116635,0,0,0
0.2120855,1,0,0
0.2122655,1,1,0
0.2122835,0,1,0
0.2124635,0,0,0
0.2128855,1,0,0
0.2130655,1,1,0
0.2130835,0,1,0
0.2132635,0,0,0
0.2136855,1,0,0
0.2138655,1,1,0
0.21388352,0,1,0
0.21406352,0,0,0
0.21448552,1,0,0
0.21466552,1,1,0
0.21468352,0,1,0
0.21486352,0,0,0
0.21528552,1,0,0
0.21546552,1,1,0
0.21548352,0,1,0
0.21566352,0,0,0
0.21608552,1,0,0
0.21626552,1,1,0
0.21628352,0,1,0
0.21646352,0,0,0
0.21688552,1,0,0
0.21706552,1,1,0
0.21708354,0,1,0
0.21726354,0,0,0
0.21768554,1,0,0
0.21786554,1,1,0
0.21788354,0,1,0
0.21806354,0,0,0
0.21848554,1,0,0
0.21866554,1,1,0
0.21868354,0,1,0
0.21886354,0,0,0
0.21928554,1,0,0
0.21946554,1,1,0
0.21948354,0,1,0
0.21966354,0,0,0
0.22008554,1,0,0
0.22026554,1,1,0
0.22028356,0,1,0
0.22046356,0,0,0
0.22088556,1,0,0
0.22106556,1,1,0
0.22108356,0,1,0
0.22126356,0,0,0
0.22168556,1,0,0
0.22186556,1,1,0
0.22188356,0,1,0
0.22206356,0,0,0
0.22248556,1,0,0
0.22266556,1,1,0
0.22268356,0,1,0
0.22286356,0,0,0
0.22328556,1,0,0
0.22346556,1,1,0
0.22348356,0,1,0
0.22366358,0,0,0
0.22408556,1,0,0
0.22426558,1,1,0
0.22428358,0,1,0
0.22446358,0,0,0
0.22488558,1,0,0
0.22506558,1,1,0
0.22508358,0,1,0
0.22526358,0,0,0
0.22568558,1,0,0
0.22586558,1,1,0
0.22588358,0,1,0
0.22606358,0,0,0
0.22648558,1,0,0
0.22666558,1,1,0
0.22668358,0,1,0
0.22686358,0,0,0
0.22728558,1,0,0
0.22746558,1,1,0
0.2274836,0,1,0
0.2276636,0,0,0
0.2280856,1,0,0
0.2282656,1,1,0
0.2282836,0,1,0
0.2284636,0,0,0
0.2288856,1,0,0
0.2290656,1,1,0
0.2290836,0,1,0
0.2292636,0,0,0
0.2296856,1,0,0
0.2298656,1,1,0
0.2298836,0,1,0
0.2300636,0,0,0
0.2304856,1,0,0
0.2306656,1,1,0
0.23068362,0,1,0
0.23086362,0,0,0
0.23128562,1,0,0
0.23146562,1,1,0
0.23148362,0,1,0
0.23166362,0,0,0
0.23208562,1,0,0
0.23226562,1,1,0
0.23228362,0,1,0
0.23246362,0,0,0
0.23288562,1,0,0
0.23306562,1,1,0
0.23308362,0,1,0
0.23326362,0,0,0
0.23368562,1,0,0
0.23386562,1,1,0
0.23388364,0,1,0
0.23406364,0,0,0
0.23448564,1,0,0
0.23466564,1,1,0
0.23468364,0,1,0
0.23486364,0,0,0
0.23528564,1,0,0
0.23546564,1,1,0
0.23548364,0,1,0
0.23566364,0,0,0
0.23608564,1,0,0
0.23626564,1,1,0
0.23628364,0,1,0
0.23646364,0,0,0
0.23688564,1,0,0
0.23706564,1,1,0
0.23708366,0,1,0
0.23726366,0,0,0
0.23768566,1,0,0
0.23786566,1,1,0
0.23788366,0,1,0
0.23806366,0,0,0
0.23848566,1,0,0
0.23866566,1,1,0
0.23868366,0,1,0
0.23886366,0,0,0
0.23928566,1,0,0
0.23946566,1,1,0
0.23948366,0,1,0
0.23966366,0,0,0
0.24008566,1,0,0
0.24026566,1,1,0
0.24028368,0,1,0
0.24046368,0,0,0
0.24088568,1,0,0
0.24106568,1,1,0
0.24108368,0,1,0
0.24126368,0,0,0
0.24168568,1,0,0
0.24186568,1,1,0
0.24188368,0,1,0
0.24206368,0,0,0
0.24248568,1,0,0
0.24266568,1,1,0
0.24268368,0,1,0
0.24286368,0,0,0
0.24328568,1,0,0
0.24346568,1,1,0
0.2434837,0,1,0
0.2436637,0,0,0
0.2440857,1,0,0
0.2442657,1,1,0
0.2442837,0,1,0
0.2444637,0,0,0
0.2448857,1,0,0
0.2450657,1,1,0
0.2450837,0,1,0
0.2452637,0,0,0
0.2456857,1,0,0
0.2458657,1,1,0
0.2458837,0,1,0
0.2460637,0,0,0
0.2464857,1,0,0
0.2466657,1,1,0
0.24668372,0,1,0
0.24686372,0,0,0
0.24728572,1,0,0
0.24746572,1,1,0
0.24748372,0,1,0
0.24766372,0,0,0
0.24808572,1,0,0
0.24826572,1,1,0
0.24828372,0,1,0
0.24846372,0,0,0
0.24888572,1,0,0
0.24906572,1,1,0
0.24908372,0,1,0
0.24926372,0,0,0
0.24968572,1,0,0
0.24986572,1,1,0
0.24988374,0,1,0
0.25006374,0,0,0
0.25048574,1,0,0
0.25066574,1,1,0
0.25068374,0,1,0
0.25086374,0,0,0
0.25128574,1,0,0
0.25146574,1,1,0
0.25148374,0,1,0
0.25166374,0,0,0
0.25208574,1,0,0
0.25226574,1,1,0
0.25228374,0,1,0
0.25246374,0,0,0
0.25288574,1,0,0
0.25306574,1,1,0
0.25308374,0,1,0
0.25326376,0,0,0
0.25368574,1,0,0
0.25386576,1,1,0
0.25388376,0,1,0
0.25406376,0,0,0
0.25448576,1,0,0
0.25466576,1,1,0
0.25468376,0,1,0
0.25486376,0,0,0
0.25528576,1,0,0
0.25546576,1,1,0
0.25548376,0,1,0
0.25566376,0,0,0
0.25608576,1,0,0
0.25626576,1,1,0
0.25628376,0,1,0
0.25646376,0,0,0
0.25688576,1,0,0
0.25706578,1,1,0
0.25708378,0,1,0
0.25726378,0,0,0
0.25768578,1,0,0
0.25786578,1,1,0
0.25788378,0,1,0
0.25806378,0,0,0
0.25848578,1,0,0
0.25866578,1,1,0
0.25868378,0,1,0
0.25886378,0,0,0
0.25928578,1,0,0
0.25946578,1,1,0
0.25948378,0,1,0
0.25966378,0,0,0
0.26008578,1,0,0
0.26026578,1,1,0
0.2602838,0,1,0
0.2604638,0,0,0
0.2608858,1,0,0
0.2610658,1,1,0
0.2610838,0,1,0
0.2612638,0,0,0
0.2616858,1,0,0
0.2618658,1,1,0
0.2618838,0,1,0
0.2620638,0,0,0
0.2624858,1,0,0
0.2626658,1,1,0
0.2626838,0,1,0
0.2628638,0,0,0
0.2632858,1,0,0
0.2634658,1,1,0
0.26348382,0,1,0
0.26366382,0,0,0
0.26408582,1,0,0
0.26426582,1,1,0
0.26428382,0,1,0
0.26446382,0,0,0
0.26488582,1,0,0
0.26506582,1,1,0
0.26508382,0,1,0
0.26526382,0,0,0
0.26568582,1,0,0
0.26586582,1,1,0
0.26588382,0,1,0
0.26606382,0,0,0
0.26648582,1,0,0
0.26666582,1,1,0
0.26668384,0,1,0
0.26686384,0,0,0
0.26728584,1,0,0
0.26746584,1,1,0
0.26748384,0,1,0
0.26766384,0,0,0
0.26808584,1,0,0
0.26826584,1,1,0
0.26828384,0,1,0
0.26846384,0,0,0
0.26888584,1,0,0
0.26906584,1,1,0
0.26908384,0,1,0
0.26926384,0,0,0
0.26968584,1,0,0
0.26986584,1,1,0
0.26988386,0,1,0
0.27006386,0,0,0
0.27048586,1,0,0
0.27066586,1,1,0
0.27068386,0,1,0
0.27086386,0,0,0
0.27128586,1,0,0
0.27146586,1,1,0
0.27148386,0,1,0
0.27166386,0,0,0
0.27208586,1,0,0
0.27226586,1,1,0
0.27228386,0,1,0
0.27246386,0,0,0
0.27288586,1,0,0
0.27306586,1,1,0
0.27308388,0,1,0
0.27326388,0,0,0
0.27368588,1,0,0
0.27386588,1,1,0
0.27388388,0,1,0
0.27406388,0,0,0
0.27448588,1,0,0
0.27466588,1,1,0
0.27468388,0,1,0
0.27486388,0,0,0
0.27528588,1,0,0
0.27546588,1,1,0
0.27548388,0,1,0
0.27566388,0,0,0
0.27608588,1,0,0
0.27626588,1,1,0
0.2762839,0,1,0
0.2764639,0,0,0
0.2768859,1,0,0
0.2770659,1,1,0
0.2770839,0,1,0
0.2772639,0,0,0
0.2776859,1,0,0
0.2778659,1,1,0
0.2778839,0,1,0
0.2780639,0,0,0
0.2784859,1,0,0
0.2786659,1,1,0
0.2786839,0,1,0
0.2788639,0,0,0
0.2792859,1,0,0
0.2794659,1,1,0
0.27948392,0,1,0
0.27966392,0,0,0
0.28008592,1,0,0
0.28026592,1,1,0
0.28028392,0,1,0
0.28046392,0,0,0
0.28088592,1,0,0
0.28106592,1,1,0
0.28107392,0,1,0
0.28127392,0,0,0
0.28167592,1,0,0
0.28187392,0,0,0
0.2818759,0,1,0
0.28207392,0,0,0
0.28247592,1,0,0
0.28267392,0,0,0
0.2826759,0,1,0
0.28287394,0,0,0
0.28327592,1,0,0
0.28347394,0,0,0
0.2834759,0,1,0
0.28367394,0,0,0
0.28407594,1,0,0
0.28427394,0,0,0
0.2842759,0,1,0
0.28447394,0,0,0
0.28487594,1,0,0
0.28507394,0,0,0
0.28507592,0,1,0
0.28527394,0,0,0
0.28567594,1,0,0
0.28587394,0,0,0
0.28587592,0,1,0
0.28607396,0,0,0
0.28647594,1,0,0
0.28667396,0,0,0
0.28667592,0,1,0
0.28687396,0,0,0
0.28727596,1,0,0
0.28747396,0,0,0
0.28747592,0,1,0
0.28767396,0,0,0
0.28807596,1,0,0
0.28827396,0,0,0
0.28827592,0,1,0
0.28847396,0,0,0
0.28887596,1,0,0
0.28907396,0,0,0
0.28907594,0,1,0
0.28927396,0,0,0
0.28967596,1,0,0
0.28987398,0,0,0
0.28987594,0,1,0
0.29007398,0,0,0
0.29047598,1,0,0
0.29067398,0,0,0
0.29067594,0,1,0
0.29087398,0,0,0
0.29127598,1,0,0
0.29147398,0,0,0
0.29147594,0,1,0
0.29167398,0,0,0
0.29207598,1,0,0
0.29227398,0,0,0
0.29227596,0,1,0
0.29247398,0,0,0
0.29287598,1,0,0
0.293074,0,0,0
0.29307596,0,1,0
0.293274,0,0,0
0.293676,1,0,0
0.293874,0,0,0
0.29387596,0,1,0
0.294074,0,0,0
0.294476,1,0,0
0.294674,0,0,0
0.29467596,0,1,0
0.294874,0,0,0
0.295276,1,0,0
0.295474,0,0,0
0.29547598,0,1,0
0.295674,0,0,0
0.296076,1,0,0
0.29627402,0,0,0
0.29627598,0,1,0
0.29647402,0,0,0
0.29687602,1,0,0
0.29707402,0,0,0
0.29707598,0,1,0
0.29727402,0,0,0
0.29767602,1,0,0
0.29787402,0,0,0
0.29787598,0,1,0
0.29807402,0,0,0
0.29847602,1,0,0
0.29867402,0,0,0
0.298676,0,1,0
0.29887402,0,0,0
0.29927602,1,0,0
0.29947404,0,0,0
0.299476,0,1,0
0.29967404,0,0,0
0.30007604,1,0,0
0.30027404,0,0,0
0.300276,0,1,0
0.30047404,0,0,0
0.30087604,1,0,0
0.30107404,0,0,0
0.301076,0,1,0
0.30127404,0,0,0
0.30167604,1,0,0
0.30187404,0,0,0
0.30187602,0,1,0
0.30207404,0,0,0
0.30247604,1,0,0
0.30267406,0,0,0
0.30267602,0,1,0
0.30287406,0,0,0
0.30327606,1,0,0
0.30347406,0,0,0
0.30347602,0,1,0
0.30367406,0,0,0
0.30407606,1,0,0
0.30427406,0,0,0
0.30427602,0,1,0
0.30447406,0,0,0
0.30487606,1,0,0
0.30507406,0,0,0
0.30507604,0,1,0
0.30527406,0,0,0
0.30567606,1,0,0
0.30587408,0,0,0
0.30587604,0,1,0
0.30607408,0,0,0
0.30647608,1,0,0
0.30667408,0,0,0
0.30667604,0,1,0
0.30687408,0,0,0
0.30727608,1,0,0
0.30747408,0,0,0
0.30747604,0,1,0
0.30767408,0,0,0
0.30807608,1,0,0
0.30827408,0,0,0
0.30827606,0,1,0
0.30847408,0,0,0
0.30887608,1,0,0
0.3090741,0,0,0
0.30907606,0,1,0
0.3092741,0,0,0
0.3096761,1,0,0
0.3098741,0,0,0
0.30987606,0,1,0
0.3100741,0,0,0
0.3104761,1,0,0
0.3106741,0,0,0
0.31067606,0,1,0
0.3108741,0,0,0
0.3112761,1,0,0
0.3114741,0,0,0
0.31147608,0,1,0
0.3116741,0,0,0
0.3120761,1,0,0
0.3122741,0,0,0
0.31227608,0,1,0
0.31247412,0,0,0
0.3128761,1,0,0
0.31307412,0,0,0
0.31307608,0,1,0
0.31327412,0,0,0
0.31367612,1,0,0
0.31387412,0,0,0
0.31387608,0,1,0
0.31407412,0,0,0
0.31447612,1,0,0
0.31467412,0,0,0
0.3146761,0,1,0
0.31487412,0,0,0
0.31527612,1,0,0
0.31547412,0,0,0
0.3154761,0,1,0
0.31567414,0,0,0
0.31607612,1,0,0
0.31627414,0,0,0
0.3162761,0,1,0
0.31647414,0,0,0
0.31687614,1,0,0
0.31707414,0,0,0
0.3170761,0,1,0
0.31727414,0,0,0
0.31767614,1,0,0
0.31787414,0,0,0
0.3178761,0,1,0
0.31807414,0,0,0
0.31847614,1,0,0
0.31867414,0,0,0
0.31867612,0,1,0
0.31887414,0,0,0
0.31927614,1,0,0
0.31947416,0,0,0
0.31947612,0,1,0
0.31967416,0,0,0
0.32007616,1,0,0
0.32027416,0,0,0
0.32027612,0,1,0
0.32047416,0,0,0
0.32087616,1,0,0
0.32107416,0,0,0
0.32107612,0,1,0
0.32127416,0,0,0
0.32167616,1,0,0
0.32187416,0,0,0
0.32187614,0,1,0
0.32207416,0,0,0
0.32247616,1,0,0
0.32267418,0,0,0
0.32267614,0,1,0
0.32287418,0,0,0
0.32327618,1,0,0
0.32347418,0,0,0
0.32347614,0,1,0
0.32367418,0,0,0
0.32407618,1,0,0
0.32427418,0,0,0
0.32427614,0,1,0
0.32447418,0,0,0
0.32487618,1,0,0
0.32507418,0,0,0
0.32507616,0,1,0
0.32527418,0,0,0
0.32567618,1,0,0
0.3258742,0,0,0
0.32587616,0,1,0
0.3260742,0,0,0
0.3264762,1,0,0
0.3266742,0,0,0
0.32667616,0,1,0
0.3268742,0,0,0
0.3272762,1,0,0
0.3274742,0,0,0
0.32747616,0,1,0
0.3276742,0,0,0
0.3280762,1,0,0
0.3282742,0,0,0
0.32827618,0,1,0
0.3284742,0,0,0
0.3288762,1,0,0
0.32907422,0,0,0
0.32907618,0,1,0
0.32927422,0,0,0
0.32967622,1,0,0
0.32987422,0,0,0
0.32987618,0,1,0
0.33007422,0,0,0
0.33047622,1,0,0
0.33067422,0,0,0
0.33067618,0,1,0
0.33087422,0,0,0
0.33127622,1,0,0
0.33147422,0,0,0
0.3314762,0,1,0
0.33167422,0,0,0
0.33207622,1,0,0
0.33227424,0,0,0
0.3322762,0,1,0
0.33247424,0,0,0
0.33287624,1,0,0
0.33307424,0,0,0
0.3330762,0,1,0
0.33327424,0,0,0
0.33367624,1,0,0
0.33387424,0,0,0
0.3338762,0,1,0
0.33407424,0,0,0
0.33447624,1,0,0
0.33467424,0,0,0
0.33467622,0,1,0
0.33487424,0,0,0
0.33527624,1,0,0
0.33547426,0,0,0
0.33547622,0,1,0
0.33567426,0,0,0
0.33607626,1,0,0
0.33627426,0,0,0
0.33627622,0,1,0
0.33647426,0,0,0
0.33687626,1,0,0
0.33707426,0,0,0
0.33707622,0,1,0
0.33727426,0,0,0
0.33767626,1,0,0
0.33787426,0,0,0
0.33787624,0,1,0
0.33807426,0,0,0
0.33847626,1,0,0
0.33867428,0,0,0
0.33867624,0,1,0
0.33887428,0,0,0
0.33927628,1,0,0
0.33947428,0,0,0
0.33947624,0,1,0
0.33967428,0,0,0
0.34007628,1,0,0
0.34027428,0,0,0
0.34027624,0,1,0
0.34047428,0,0,0
0.34087628,1,0,0
0.34107428,0,0,0
0.34107626,0,1,0
0.34127428,0,0,0
0.34167628,1,0,0
0.34187428,0,0,0
0.34187626,0,1,0
0.3420743,0,0,0
0.34247628,1,0,0
0.3426743,0,0,0
0.34267626,0,1,0
0.3428743,0,0,0
0.3432763,1,0,0
0.3434743,0,0,0
0.34347626,0,1,0
0.3436743,0,0,0
0.3440763,1,0,0
0.3442743,0,0,0
0.34427628,0,1,0
0.3444743,0,0,0
0.3448763,1,0,0
0.3450743,0,0,0
0.34507628,0,1,0
0.34527432,0,0,0
0.3456763,1,0,0
0.34587432,0,0,0
0.34587628,0,1,0
0.34607432,0,0,0
0.34647632,1,0,0
0.34667432,0,0,0
0.34667628,0,1,0
0.34687432,0,0,0
0.34727632,1,0,0
0.34747432,0,0,0
0.34747628,0,1,0
0.34767432,0,0,0
0.34807632,1,0,0
0.34827432,0,0,0
0.3482763,0,1,0
0.34847432,0,0,0
0.34887632,1,0,0
0.34907434,0,0,0
0.3490763,0,1,0
0.34927434,0,0,0
0.34967634,1,0,0
0.34987434,0,0,0
0.3498763,0,1,0
0.35007434,0,0,0
0.35047634,1,0,0
0.35067434,0,0,0
0.3506763,0,1,0
0.35087434,0,0,0
0.35127634,1,0,0
0.35147434,0,0,0
0.35147632,0,1,0
0.35167434,0,0,0
0.35207634,1,0,0
0.35227436,0,0,0
0.35227632,0,1,0
0.35247436,0,0,0
0.35287636,1,0,0
0.35307436,0,0,0
0.35307632,0,1,0
0.35327436,0,0,0
0.35367636,1,0,0
0.35387436,0,0,0
0.35387632,0,1,0
0.35407436,0,0,0
0.35447636,1,0,0
0.35467436,0,0,0
0.35467634,0,1,0
0.35487436,0,0,0
0.35527636,1,0,0
0.35547438,0,0,0
0.35547634,0,1,0
0.35567438,0,0,0
0.35617638,1,1,0
0.35637438,0,0,0
0.35697638,1,1,0
0.3571744,0,0,0
0.35777638,1,1,0
0.3579744,0,0,0
0.3585764,1,1,0
0.3587744,0,0,0
0.3593764,1,1,0
0.3595744,0,0,0
0.3601764,1,1,0
0.36037442,0,0,0
0.3609764,1,1,0
0.36117442,0,0,0
0.36177642,1,1,0
0.36197442,0,0,0
0.36257642,1,1,0
0.36277442,0,0,0
0.36337642,1,1,0
0.36357442,0,0,0
0.36417642,1,1,0
0.36437444,0,0,0
0.36497642,0,1,0
0.36497644,1,1,0
0.36517444,0,0,0
0.36577644,1,1,0
0.36597444,0,0,0
0.36657644,1,1,0
0.36677444,0,0,0
0.36737644,1,1,0
0.36757446,0,0,0
0.36817644,0,1,0
0.36817646,1,1,0
0.36837446,0,0,0
0.36897646,1,1,0
0.36917446,0,0,0
0.36977646,1,1,0
0.36997446,0,0,0
0.37057646,1,1,0
0.37077448,0,0,0
0.37137646,1,1,0
0.37157448,0,0,0
0.37217648,1,1,0
0.37237448,0,0,0
0.37297648,1,1,0
0.37317448,0,0,0
0.37377648,1,1,0
0.3739745,0,0,0
0.37457648,1,1,0
0.3747745,0,0,0
0.3753765,1,1,0
0.3755745,0,0,0
0.3761765,1,1,0
0.3763745,0,0,0
0.3769765,1,1,0
0.37717452,0,0,0
0.3777765,1,1,0
0.37797452,0,0,0
0.37857652,1,1,0
0.37877452,0,0,0
0.37937652,1,1,0
0.37957452,0,0,0
0.38017652,1,1,0
0.38037454,0,0,0
0.38097652,1,1,0
0.38117454,0,0,0
0.38177654,1,1,0
0.38197454,0,0,0
0.38257654,1,1,0
0.38277454,0,0,0
0.38337654,1,1,0
0.38357456,0,0,0
0.38417654,1,1,0
0.38437456,0,0,0
0.38497656,1,1,0
0.38517456,0,0,0
0.38577656,1,1,0
0.38597456,0,0,0
0.38657656,1,1,0
0.38677458,0,0,0
0.38737656,1,1,0
0.38757458,0,0,0
0.38817658,1,1,0
0.38837458,0,0,0
0.38897658,1,1,0
0.38917458,0,0,0
0.38977658,1,1,0
0.3899746,0,0,0
0.39057658,1,1,0
0.3907746,0,0,0
0.3913766,1,1,0
0.3915746,0,0,0
0.3921766,1,1,0
0.3923746,0,0,0
0.3929766,1,1,0
0.3931746,0,0,0
0.3937766,1,1,0
0.39397462,0,0,0
0.3945766,0,1,0
0.39457662,1,1,0
0.39477462,0,0,0
0.39537662,1,1,0
0.39557462,0,0,0
0.39617662,1,1,0
0.39637462,0,0,0
0.39697662,1,1,0
0.39717464,0,0,0
0.39777662,0,1,0
0.39777664,1,1,0
0.39797464,0,0,0
0.39857664,1,1,0
0.39877464,0,0,0
0.39937664,1,1,0
0.39957464,0,0,0
0.40017664,1,1,0
0.40037466,0,0,0
0.40097664,1,1,0
0.40117466,0,0,0
0.40177666,1,1,0
0.40197466,0,0,0
0.40257666,1,1,0
0.40277466,0,0,0
0.40337666,1,1,0
0.40357468,0,0,0
0.40417666,1,1,0
0.40437468,0,0,0
0.40497668,1,1,0
0.40517468,0,0,0
0.40577668,1,1,0
0.40597468,0,0,0
0.40657668,1,1,0
0.4067747,0,0,0
0.40737668,1,1,0
0.4075747,0,0,0
0.4081767,1,1,0
0.4083747,0,0,0
0.4089767,1,1,0
0.4091747,0,0,0
0.4097767,1,1,0
0.40997472,0,0,0
0.4105767,1,1,0
0.41077472,0,0,0
